Tweet_ID,Raw_text,Cleaned_text,Created_at,Sentiment,Annotation
7.58971e+17,I constantly tell myself ''I'm done'' but then I find myself trying again.,constantly ''i'm '' find,7/29/16 10:22,0.0,Other
7.5896e+17,"Dear anyone considering suicide, please don't give up. You're needed. You're wanted. You're important. You're loved. You're beautiful.",dear suicide wanted loved beautiful,7/29/16 9:39,0.7749999999999999,Other
7.58959e+17,"You'd think that faking a smile would get easier each day, but in reality it just gets harder.",'d faking smile easier day reality harder,7/29/16 9:34,0.09999999999999999,S2_Feeling_Down
7.58955e+17,being sad for no reason is worse than being sad for a reason. because there's absolutely nothing you can do to make yourself feel better.,sad reason worse sad reason absolutely feel,7/29/16 9:18,-0.3,S2_Feeling_Down
7.58952e+17,Celebs before and after makeup.  #3 is nearly unrecognizable!  Who knew? https://t.co/AdsI9RV2By,celebs makeup unrecognizable knew,7/29/16 9:05,0.0,Other
7.58942e+17,Dont start because it's easy. Start because it's worth trying. Dont stop because it's hard. Stop because you tried your best!,dont start easy start worth dont,7/29/16 8:28,0.3666666666666667,Other
7.58932e+17,"i don't tweet for sympathy, or attention, i tweet to express myself. This is my outlet where i can say whatever i want without being judged.",tweet sympathy attention tweet express outlet judged,7/29/16 7:48,0.0,Other
7.58926e+17,"it's ironic, how we tell each other to stay strong, yet we can't do it ourselves.",ironic stay strong,7/29/16 7:25,0.31666666666666665,S6_Feeling_Bad_About_Yourself
7.58924e+17,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,feel sad time talk hug feel annoying stay quiet,7/29/16 7:17,-0.43333333333333335,Other
7.58921e+17,WTF strikes again! These tattoos that are cringeworthy. Imagine if #4 was your child! https://t.co/MFHV5SaxdG,wtf strikes tattoos cringe worthy imagine child,7/29/16 7:05,-0.08333333333333334,Other
7.58921e+17,Fav this tweet for a follow back :),fav tweet follow,7/29/16 7:04,0.0,Other
7.58919e+17,How to Impress a Girl - https://t.co/tjZABWbl40 https://t.co/fhhaBbWfnK,impress girl,7/29/16 6:56,0.0,Other
7.58907e+17,be very careful with your words because some people are more fragile than others and they don't heal easily or maybe they don't heal at all.,careful people fragile heal easily heal,7/29/16 6:08,0.11111111111111112,S2_Feeling_Down
7.58902e+17,"i have feelings too, but people seem to forget that.",feelings people forget,7/29/16 5:49,0.0,S2_Feeling_Down
7.58891e+17,The weirdest stuff out of Japan yet. You won't believe #4 is real! https://t.co/Fv3GHitvdZ,weirdest stuff japan,7/29/16 5:05,0.0,Other
7.5888e+17,"do you ever just sit there and realize that you mean nothing to anyone and you start feeling lost, alone, and unloved, and truly unwanted.",sit realize start feeling lost unloved unwanted,7/29/16 4:21,0.0,S2_Feeling_Down
7.58879e+17,Don't judge me for my choices when you don't understand my reasons!,judge choices understand reasons,7/29/16 4:17,0.0,S2_Feeling_Down
7.58865e+17,sorry but i don't know how to stop being so negative when nothing in my life is ever going right.,negative life,7/29/16 3:23,-0.3,S2_Feeling_Down
7.58863e+17,Stop looking for someone to make you happy. And start looking for someone who cares about your happiness.,happy start cares happiness,7/29/16 3:12,0.75,S2_Feeling_Down
7.58861e+17,"We've all heard #11, but some of these lies men tell might surprise you! https://t.co/i7sXL0ocbt",heard 11 lies men surprise,7/29/16 3:05,0.0,Other
7.58831e+17,"Mornings can be really, really tough sometimes. https://t.co/rS2YId3Mpx",mornings tough,7/29/16 1:05,-0.3888888888888889,S3_Sleep_Disorder
7.58818e+17,You will never understand until it happens to you!,understand,7/29/16 0:13,0.0,S6_Feeling_Bad_About_Yourself
7.58798e+17,There are enough bullies out here trying to tear you down. Don't be one of them.,bullies tear,7/28/16 22:55,0.0,S2_Feeling_Down
7.58787e+17,we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,hide fake smile mask pain closely broken,7/28/16 22:11,-0.20000000000000004,S2_Feeling_Down
7.5877e+17,"This is why men get freaked out by makeup. No, really. This is why makeup is EVIL.  
https://t.co/SKg2gD6bA4",men freaked makeup makeup evil,7/28/16 21:05,-1.0,Other
7.58764e+17,"The most difficult phase of life is not when no-one understands you, it is when you don't understand yourself!",difficult phase life understands understand,7/28/16 20:41,-0.5,S2_Feeling_Down
7.58759e+17,"In the end, we only regret the chances we didn't take, relationships we were afraid to have, and the decisions we waiting too long to make.",regret chances relationships afraid decisions waiting,7/28/16 20:22,-0.6,Other
7.58758e+17,i am constantly torn between wanting to fix myself and wanting to destroy myself.,constantly torn destroy,7/28/16 20:18,-0.1,S9_Suicidal_Thoughts
7.58755e+17,"Asking for help is a sign of strength, not weakness.",sign strength weakness,7/28/16 20:03,0.0,Other
7.58752e+17,"i always act like i'm fine and everyone thinks i'm okay, but when the lights are off and i'm all alone. that's when my tears start to fall.",fine thinks lights tears start fall,7/28/16 19:51,0.4166666666666667,S6_Feeling_Bad_About_Yourself
7.58748e+17,Sometime's just a little compliment can make someone's entire day.,compliment entire day,7/28/16 19:35,0.0,Other
7.5874e+17,"Think u know all there is to know about kissing? Think u can identify these kisses?Go ahead and try them, if u dare. https://t.co/vaTJoeufqA",kissing identify kisses ahead,7/28/16 19:05,0.0,Other
7.58733e+17,Heres to all the people that feel so alone&amp;lt;3,people feel amplt3,7/28/16 18:38,0.0,S2_Feeling_Down
7.5873e+17,"I'm sick of crying, being hurt, treated like shit by my family all because i have a mentel illness. I'm a good person, but not in their eyes",sick crying hurt treated shit family men tel illness good person eyes,7/28/16 18:25,-0.10357142857142859,S6_Feeling_Bad_About_Yourself
7.58729e+17,How to Get Amazing Glowing Skin - https://t.co/OqktpUiV6L https://t.co/fBNYWM7aMG,amazing glowing skin,7/28/16 18:21,0.6000000000000001,Other
7.58714e+17,the worst type of crying is the silent one. the one where you have to hold your breath and grab your stomach to keep quiet.,worst type crying silent hold breath grab stomach quiet,7/28/16 17:22,-0.3,Other
7.58712e+17,"Suicide isn't ""taking the easy way out"". Sometimes, it's the only choice people think they have. They need help, not criticism.",suicide easy choice people criticism,7/28/16 17:15,0.43333333333333335,S9_Suicidal_Thoughts
7.5871e+17,"17 Of The Greatest Responses To An Ex Text Of All Time, LMFAO...  https://t.co/5IZJRrL4KL",17 greatest responses text time lmfao,7/28/16 17:05,1.0,Other
7.58705e+17,"you can only be so strong for so long until you reach a point where you break physically, mentally, emotional.",strong reach point break physically mentally emotional,7/28/16 16:46,0.21666666666666665,Other
7.58696e+17,i need a break from my own thoughts.,break thoughts,7/28/16 16:09,0.0,S7_Concentration_Problems
7.5868e+17,"Sometimes people with the best intentions don't realize how racist they seem.Accidental Racism ,Will Make You Cringe https://t.co/4CepOxOj3w",people intentions realize racist accidental racism cringe,7/28/16 15:05,0.0,Other
7.58676e+17,My trust issues and inssecurities are so bad that it effects eeverything I do.,trust issues ins securities bad effects,7/28/16 14:49,-0.6999999999999998,S7_Concentration_Problems
7.58662e+17,"i don't think people really understand how hard it is to explain what's going on in your head, when you don't even understant it yourself.",people understand explain head stant,7/28/16 13:55,0.0,S2_Feeling_Down
7.5866e+17,"Depression isnt cool, Anxiety isnt cool, Eating Disorders arent cool, Mental illnesses aren't cool, pretending you have them is insulting.",depression isnt cool anxiety isnt cool eating disorders cool mental illnesses cool pretending insulting,7/28/16 13:47,0.04999999999999997,S6_Feeling_Bad_About_Yourself
7.58655e+17,it's hard to act okay when everything seems so broken.,broken,7/28/16 13:27,-0.4,S2_Feeling_Down
7.58653e+17,Do you ever wonder if anyone reads your twitter like everyday just to check on you?,reads twitter everyday check,7/28/16 13:20,-0.2,Other
7.5865e+17,Now you all know the real me. I'm no longer the strong one anymore.,longer strong,7/28/16 13:08,0.4333333333333333,S2_Feeling_Down
7.5865e+17,You can't get your childhood back but you can recreate it! Check out these awesome recreation photos. https://t.co/0rcyGSt9Jw,childhood recreate check awesome recreation photos,7/28/16 13:05,1.0,Other
7.58643e+17,"nothing hurts more then being ignored, replaced, forgotten, and lied to.",hurts replaced forgotten lied,7/28/16 12:38,0.0,S2_Feeling_Down
7.58622e+17,It's better to be alone rather than be with someone who makes you feel like you're alone!,feel,7/28/16 11:14,0.0,S2_Feeling_Down
7.58619e+17,This Is Why Women Live Longer Than Men:D These guys are all probably dead. (Not really dead)... https://t.co/0T1suNVDNj,women live longer mend guys dead dead,7/28/16 11:05,-0.08787878787878789,Other
7.58618e+17,Stop criticizing suicidal people and self harmers and try helping them!,criticizing suicidal people harmer helping,7/28/16 11:00,0.0,S9_Suicidal_Thoughts
7.59e+17,The answer is not at the bottom of the bottle. The end of a cigarette. Or the edge of a blade. The solution is within you. You can find it.,answer bottom bottle cigarette edge blade solution find,7/28/16 10:56,0.0,Other
7.58615e+17,I will get back to you all whem im of twitter limit&amp;lt;3,hem twitter limit amplt3,7/28/16 10:49,0.0,Other
7.59e+17,"i feel like i'm falling apart. i keep trying to make everyone believe i'm okay, even myself. but i'm not. i'm getting worse.",feel falling worse,7/28/16 9:54,-0.4,S2_Feeling_Down
7.58592e+17,Can i just say it really pisses me off when peoplel say how could i hv so many followers with only 4.600 tweets! I get over 200 dm's. (con),pisses people hv followers 600 tweet 200 dm's con,7/28/16 9:15,0.0,Other
7.58589e+17,Blonde or Brunette? These Celeb Reversals will definitely change your mind. #2 is really shocking! https://t.co/NYnc9jyiYk,blonde brunette celeb reversals change mind shocking,7/28/16 9:05,-0.5,Other
7.58586e+17,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",pretends happened people strong painful emotional mentally,7/28/16 8:53,-0.09166666666666667,S2_Feeling_Down
7.58585e+17,"Remember, you are smarter than you think, braver than you believe, and stronger than you seem.",remember smarter braver stronger,7/28/16 8:48,0.0,Other
7.59e+17,"how painful is it to say ""i'm fine"" to the person who's the reason you're broken.",painful fine person reason broken,7/28/16 8:22,-0.22777777777777777,S2_Feeling_Down
7.58559e+17,Criminal Sketch Artists Who Absolutely Nailed It! Actually these sketches look more real than the actual photos. https://t.co/y2wvLorHtm,criminal sketch artists absolutely nailed sketches actual photos,7/28/16 7:05,-0.06666666666666667,Other
7.58553e+17,Winter Olympics: Through The Years - https://t.co/mf7Lrnc0l7 https://t.co/MSjsrWeKAc,winter olympics years,7/28/16 6:40,0.0,Other
7.58552e+17,"""Why are you sad?"" 
""I don't know anymore.""",sad,7/28/16 6:37,-0.5,S2_Feeling_Down
7.58551e+17,Ways to Lose Up to 5 Pounds in Two Weeks - https://t.co/tkWhzqsHP6 https://t.co/peVzKg3qi5,ways lose pounds weeks,7/28/16 6:34,0.0,Other
7.5855e+17,"The rain falls because the clouds can no longer handle the weight, and tears fall because the heart can no longer handle the pain.",rain falls clouds longer handle weight tears fall heart longer handle pain,7/28/16 6:31,0.0,S2_Feeling_Down
7.58548e+17,Beautiful Nature Pictures - https://t.co/WEg1OfhJ63 https://t.co/Wfezd0Q3nu,beautiful nature pictures,7/28/16 6:22,0.85,Other
7.58548e+17,that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart,sick feeling feel pain chest hearing breaks heart,7/28/16 6:21,-0.7142857142857143,S2_Feeling_Down
7.58537e+17,"i never really know where i stand in peopleâ€™s lives... one minute they treat me like iâ€™m someone special, then absolutely nothing the next.",stand peoples lives minute treat absolutely,7/28/16 5:40,0.2,S2_Feeling_Down
7.58537e+17,Appreciate those who love you. Help those who need you. Forgive those who hurt you. Forget those who leave you.,love forgive hurt forget leave,7/28/16 5:37,0.5,Other
7.58529e+17,Ever got drunk and texted mom fantasies about GF? Friend don't let friends text drunk; hilarious text fails!  https://t.co/aqVCSwIowH,drunk texted mom fantasies gf friend friends text drunk hilarious text fails,7/28/16 5:05,-0.25,Other
7.5852e+17,"I wish i could find someone who will actually stay by my side, no matter what, and believe in me and just except me for me!",find stay side matter,7/28/16 4:30,0.0,S2_Feeling_Down
7.58519e+17,i am constantly torn between wanting to fix myself and wanting to destroy myself.,constantly torn destroy,7/28/16 4:26,-0.1,S9_Suicidal_Thoughts
7.58515e+17,I hate hearing something that absolutely kills you inside and having to act like you don't care.,hate hearing absolutely kills care,7/28/16 4:12,-0.30000000000000004,S2_Feeling_Down
7.58509e+17,"Nobody's perfect, we screw up, we make mistakes, have heartbreaks, go through hard times but you need to know that this is life.",perfect screw mistakes heartbreaks times life,7/28/16 3:48,1.0,S6_Feeling_Bad_About_Yourself
7.58509e+17,"i don't even feel like a ""friend"" to some people. i feel more like an option, or someone they only run to when they always want something.",feel friend people feel option,7/28/16 3:46,0.0,S6_Feeling_Bad_About_Yourself
7.58504e+17,"that moment when you start telling a story and you realize no one's listening, so you slowly fade out and pretend you never said anything.",moment start telling story realize listening slowly fade pretend,7/28/16 3:25,-0.30000000000000004,S2_Feeling_Down
7.58501e+17,"Some days, I feel everything at once.
Other days, I feel nothing at all.",days feel days feel,7/28/16 3:17,0.0,S2_Feeling_Down
7.58499e+17,"I spend way to much time over analyzing, over thinking, and over reacting!",spend time analyzing thinking reacting,7/28/16 3:07,0.0,S7_Concentration_Problems
7.58499e+17,Ever wonder why there's not 'an app for that'? Here are some controversial apps banned by Apple. https://t.co/FV2ir23fga,'an app controversial apps banned apple,7/28/16 3:05,0.55,Other
7.58474e+17,Overthinking will literally kill you.,thinking literally kill,7/28/16 1:29,0.0,S7_Concentration_Problems
7.58472e+17,Never lie to someone that trusts you. Never trust someone that lied to you!,lie trusts trust lied,7/28/16 1:19,0.0,Other
7.58468e+17,"Divorce is never funny, until it is. Here are some of the most pathetic divorce FAILS in the world https://t.co/BaKeVslN2F",divorce funny pathetic divorce fails,7/28/16 1:05,-0.4166666666666667,Other
7.58464e+17,"If I see a tweet where someone's upset, I'll ask them what's wrong, not because i'm nosey, because I really do care about them&amp;lt;3",tweet upset wrong nosey care mamplt3,7/28/16 0:50,-0.5,Other
7.58461e+17,"no i can't just ""get over it"" or stop thinking negative thoughts. you really think i would wish this on myself? you really just don't get it",thinking negative thoughts,7/28/16 0:38,-0.3,S2_Feeling_Down
7.58456e+17,trying not to cry when your around a bunch of people is literally the worst thing.,cry bunch people literally worst thing,7/28/16 0:17,-1.0,S2_Feeling_Down
7.58455e+17,I push people away when I really just want someone to hug me and tell me it's okay.,push people hug,7/28/16 0:11,0.0,S2_Feeling_Down
7.58446e+17,Never underestimate the power of a hug&amp;lt;3,underestimate power hugamplt3,7/27/16 23:36,0.0,Other
7.58438e+17,Think tattoos have to be bold and dark? Think again! Check out these stunning white ink tats! https://t.co/tInlurcap7,tattoos bold dark check stunning white ink tats,7/27/16 23:05,0.17083333333333334,Other
7.58434e+17,"it really hurts when someone is not in the mood to talk to you but when it comes to someone else, they seem to be the happiest person alive.",hurts mood talk happiest person alive,7/27/16 22:48,0.1,S2_Feeling_Down
7.58427e+17,"Sometimes, our eyes need to be washed by our tears so that we can see life with a clearer view again.",eyes washed tears life clearer view,7/27/16 22:22,0.0,Other
7.58419e+17,I'd rather have an enemy who says that they hate me than to keep a ''friend'' whose mission is to put me down secretly.,enemy hate ''friend'' mission secretly,7/27/16 21:50,-0.6000000000000001,S2_Feeling_Down
7.58413e+17,"i hate my attitude when im mad, and i'm sorry in advance for being such a bitch but when i'm mad i just lose it and you have to deal with it",hate attitude mad advance bitch mad lose deal,7/27/16 21:24,-0.6833333333333332,S6_Feeling_Bad_About_Yourself
7.58408e+17,Have you ever been dumped for a dumb reason? Here are some terrible ones. Read and don't be that guy/girl. https://t.co/2paElLsekd,dumped dumb reason terrible read guy girl,7/27/16 21:05,-0.6875,Other
7.58408e+17,Never be ashamed of your story. It could inspire others.,ashamed story inspire,7/27/16 21:04,0.0,Other
7.58404e+17,I hate hearing something that absolutely kills you inside and having to act like you don't care.,hate hearing absolutely kills care,7/27/16 20:49,-0.30000000000000004,S2_Feeling_Down
7.58395e+17,"i don't think people really understand how hard it is to explain what's going on in your head, when you don't even understant it yourself.",people understand explain head stant,7/27/16 20:13,0.0,S2_Feeling_Down
7.58394e+17,"have you ever been so sad that you canâ€™t even cry, you just sit there and think about how sad you really are.",sad cry sit sad,7/27/16 20:08,-0.5,S2_Feeling_Down
7.58385e+17,"She comes off as strong, but maybe she goes to sleep crying. He acts like nothing is wrong, but maybe he's really good at lying!",strong sleep crying acts wrong good lying,7/27/16 19:35,0.10833333333333331,S2_Feeling_Down
7.58381e+17,"Sometimes, to get someone's attention, you have to stop giving them yours!",attention,7/27/16 19:18,0.0,Other
7.5838e+17,"I am hunbled at the respones, it's overwhelming to many to reply to but you all know who you are. Love you all&amp;lt;3",hun bled resp overwhelming reply love amplt3,7/27/16 19:13,0.5,Other
7.58378e+17,These Piercings Take Pain to a New Level! Why would you put a hole there? https://t.co/GMkjOPXiGb,piercings pain level hole,7/27/16 19:05,0.0,Other
7.58372e+17,Things Not To Tell Your Friends About Your Relationship - https://t.co/Fw06cRYO9k https://t.co/FknFgktckA,things friends relationship,7/27/16 18:42,0.0,Other
7.58371e+17,"Yahoo! Answers--So Wrong, They're Right! - https://t.co/KrHJSFFt5w https://t.co/7teYncxyYf",yahoo answers wrong y're,7/27/16 18:38,-0.5,Other
7.5837e+17,"I'm tired of getting lied to, tired of being used, tired of fake people, tired of pleasing people, tired of judgmental people. Just tired.",tired lied tired tired fake people tired pleasing people tired judgmental people tired,7/27/16 18:34,-0.41428571428571426,S6_Feeling_Bad_About_Yourself
7.58366e+17,The worst feeling is feeling unwanted by the person you needed the most.,worst feeling feeling unwanted person,7/27/16 18:17,-1.0,S6_Feeling_Bad_About_Yourself
7.58361e+17,Top Historical Hoaxes - https://t.co/pyQWH3QCXF https://t.co/iBDw2hchU0,top historical hoaxes,7/27/16 18:00,0.25,Other
7.58358e+17,being sad for no reason is worse than being sad for a reason because there's absolutely nothing you can do to make yourself feel better.,sad reason worse sad reason absolutely feel,7/27/16 17:46,-0.3,S2_Feeling_Down
7.58357e+17,"worst feeling in the world is knowing you did the best you could, and it still wasn't good enough.",worst feeling knowing good,7/27/16 17:41,-0.15000000000000002,S6_Feeling_Bad_About_Yourself
7.58348e+17,"When it comes to relationships, technology is not always your friend. Make sure you send to the right person . . . https://t.co/8Pu1eruzAK",relationships technology friend send person,7/27/16 17:05,0.0,Other
7.58344e+17,when i cry about one thing i end up crying about everything that's messed up in my life.,cry thing crying messed life,7/27/16 16:51,-0.2,S2_Feeling_Down
7.58332e+17,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,wanted cry tears stare blankly space feeling heart breaks pieces,7/27/16 16:04,0.0,S2_Feeling_Down
7.58332e+17,There's a story behind every person. There's a reason why they're the way they are. Think about that before you judge someone!,story person reason y're judge,7/27/16 16:02,0.0,Other
7.58319e+17,I miss you but you seem just fine without me.,fine,7/27/16 15:10,0.4166666666666667,S2_Feeling_Down
7.58317e+17,"Have you ever seen an actual eyelid tattoo? Eyelid tattoos are a thing, and they are creepy as hell! https://t.co/v7IhfHk9HO",actual eyelid tattoo eyelid tattoos thing creepy hell,7/27/16 15:05,-0.25,Other
7.58307e+17,Sorry guys my dm is not working should be fixed soon&amp;lt;3,guys dm working fixed amplt3,7/27/16 14:24,0.1,Other
7.58303e+17,I get scared of becoming close to people because all they ever do is leave.,scared people leave,7/27/16 14:10,0.0,S2_Feeling_Down
7.58294e+17,Isolating myself is one of the only things i'm good at.,isolating things good,7/27/16 13:34,0.7,S1_little_interest
7.58289e+17,Fav this tweet for a follow back :),fav tweet follow,7/27/16 13:12,0.0,Other
7.58287e+17,Historic black and white photos in color; I've never seen Lincoln like this! https://t.co/VWFXf8JUt3,historic black white photos color lincoln,7/27/16 13:05,-0.05555555555555555,Other
7.58269e+17,"i always overuse the word ""tired"" because i can never find a better word to describe how i feel and that is literally the only thing i feel.",word tired find word describe feel literally thing feel,7/27/16 11:52,-0.4,S4_lassitute
7.58257e+17,Have you ever noticed these hidden characters in Disney movies? And do you know what A113 means? Mindblowing! https://t.co/IvHk2RTUnl,noticed hidden characters disney movies a113 mindblowing,7/27/16 11:05,-0.16666666666666666,Other
7.5825e+17,"i always overuse the word ""tired"" because i can't find a better word to describe how i feel and that is literally the only thing i feel.",word tired find word describe feel literally thing feel,7/27/16 10:38,-0.4,S4_lassitute
7.5824e+17,If your're not following @SayNoToSuicide4 your're missing out she is amazing so go follow now plz rt,missing amazing follow plz,7/27/16 9:56,0.20000000000000004,Other
7.58239e+17,"Another torturous day, you silently make your way home, only to find that no one's there, Again, you're all alone.",torturous day silently find,7/27/16 9:52,0.0,S2_Feeling_Down
7.58233e+17,"the awkward moment when you think you're important to someone, and you're not.",awkward moment,7/27/16 9:32,-0.6,S2_Feeling_Down
7.5823e+17,"You'd think that faking a smile would get easier each day, but in reality it just gets harder.",'d faking smile easier day reality harder,7/27/16 9:19,0.09999999999999999,S2_Feeling_Down
7.58211e+17,"it really hurts when someone is not in the mood to talk to you but when it comes to someone else, they seem to be the happiest person alive.",hurts mood talk happiest person alive,7/27/16 8:03,0.1,S2_Feeling_Down
7.58197e+17,"Parents fail at texting, every single time. Need proof? Check out the Best Parent Texts! We think #2 is hilarious! https://t.co/FCqKjmC7eW",parents fail texting single time proof check parent texts hilarious,7/27/16 7:05,-0.023809523809523798,Other
7.58195e+17,Always be there for the people who were always there for you.,people,7/27/16 6:59,0.0,Other
7.5819e+17,How to Impress a Girl - https://t.co/tjZABVTKcs https://t.co/nCYFHBLXnW,impress girl,7/27/16 6:38,0.0,Other
7.58186e+17,"People will hate you, rate you, and break you, but how strong you stand is what makes you!",people hate rate break strong stand,7/27/16 6:22,-0.18333333333333338,S2_Feeling_Down
7.58183e+17,"You can't break someone into a million pieces and treat them like crap and then expect them to be okay just because you say ""I'm sorry""",break pieces treat crap expect,7/27/16 6:10,-0.8,S2_Feeling_Down
7.58166e+17,Unbelievable forced perspective pics. I can't believe these aren't photoshopped! https://t.co/DzOQBFIleF,unbelievable forced perspective pics photoshopped,7/27/16 5:05,-0.275,Other
7.58163e+17,"It's not the mistake that matters; it's how you deal with it, what you learn from it, and how you apply that lesson to your life.",mistake matters deal learn apply lesson life,7/27/16 4:50,0.0,Other
7.58159e+17,saying that you're okay is so much easier rather than explaining all the reasons why you're not.,easier explaining reasons,7/27/16 4:37,0.0,S2_Feeling_Down
7.58154e+17,"You smile but you're not really happy, you ask but you don't want to know, you talk but you aren't saying anything.",smile happy talk,7/27/16 4:17,0.55,S2_Feeling_Down
7.58149e+17,"twitter is the only place you don't have to say ""i'm fine"" because everyone on here knows you aren't.",twitter place fine,7/27/16 3:55,0.4166666666666667,S2_Feeling_Down
7.58138e+17,"Never lie to someone who trusts you, and never trust someone who lies to you.",lie trusts trust lies,7/27/16 3:12,0.0,Other
7.58136e+17,Did you ever wonder what's the worst breakup text ever typed? Check out these to see the top 15! https://t.co/SHTjIinqek,worst breakup text typed check top 15,7/27/16 3:05,-0.25,Other
7.58132e+17,Just because you say â€œNo offenseâ€ù doesnâ€™t make your statement any less offensive!,offense doesnt statement offensive,7/27/16 2:50,0.0,Other
7.58131e+17,"Sometimes, when you see a person cry itâ€™s better not to ask why. Sometimes they just need a hug and letting them know you're there for them.",person cry hug letting,7/27/16 2:43,0.0,S2_Feeling_Down
7.58106e+17,Company logos with clever double meanings. Can you spot them? https://t.co/H4yZ30JcXI,company logos clever double meanings spot,7/27/16 1:05,0.08333333333333333,Other
7.58102e+17,"Do you ever feel like breaking down, do you ever feel out of place? Like somehow, you just dont belong and no one really understands you.",feel breaking feel place dont belong understands,7/27/16 0:48,0.0,S2_Feeling_Down
7.58101e+17,maybe im better off alone because no one has ever loved me the way i love them and i have never felt like anyone wants me or needs me at all,loved love felt,7/27/16 0:47,0.6,S6_Feeling_Bad_About_Yourself
7.58098e+17,So many tears coming from the girl who gave so many smiles.,tears coming girl smiles,7/27/16 0:32,0.0,S2_Feeling_Down
7.58076e+17,"Some tattoos are a great idea and others? Well, not so much... Be careful not to have one of these. https://t.co/iHMbGRpkUq",tattoos great idea careful,7/26/16 23:05,0.35000000000000003,Other
7.58074e+17,"Too many fake people on twitter! They ask for help, when you do they then shove it back in your face. Disgusted!",fake people twitter shove face disgusted,7/26/16 22:59,-0.75,Other
7.58073e+17,"When you have a good heart you help too much you trust too much., you give too much, you love too much and it always seems you hurt the most",good heart trust love hurt,7/26/16 22:55,0.6,S2_Feeling_Down
7.58073e+17,A lot of people keep their feelings to themselves because they're tired of pouring their hearts out to the wrong person.,lot people feelings y're tired pouring hearts wrong person,7/26/16 22:53,-0.45,Other
7.58071e+17,"Just because you have flaws, does not mean you're not beautiful.",flaws beautiful,7/26/16 22:45,0.85,Other
7.58061e+17,"overthinking killed my happiness, insecurites killed my self esteem, lies killed my trust.",thinking killed happiness securite killed esteem lies killed trust,7/26/16 22:08,0.02499999999999998,S2_Feeling_Down
7.58049e+17,"when youâ€™re ignored by someone whose attention means the most to you, is the worst feeling. you start to over think and it eats away at you.",attention worst feeling start eats,7/26/16 21:20,-1.0,S2_Feeling_Down
7.58046e+17,Been broken up over text message? You're not the only one.You have to see these breakup texts. https://t.co/AVsVUOvwqk,broken text message breakup texts,7/26/16 21:05,-0.4,Other
7.58028e+17,"You are braver than you believe, stronger than you seem, smarter than you think and loved more than you know.",braver stronger smarter loved,7/26/16 19:57,0.7,Other
7.58026e+17,Trying not to cry when your around a bunch of people is literally the worst thing.,cry bunch people literally worst thing,7/26/16 19:49,-1.0,S2_Feeling_Down
7.58023e+17,"I like to pretend that everythingâ€™s alright. Cause when everybody else thinks youâ€™re fine, sometimes you forget for a while that youâ€™re not.",pretend everythings alright thinks fine forget,7/26/16 19:36,0.4166666666666667,S2_Feeling_Down
7.58022e+17,"the most loneliest moment in someoneâ€™s life. is when they are watching their whole world fall apart, and all they can do is stare blankly.",loneliest moment someones life watching fall stare blankly,7/26/16 19:32,0.0,S2_Feeling_Down
